order_id,order_date,shipped_date,username,email,phone_number,place,country,postal_code,product,product_category,product_price,quantity,total_amount,payment_method,payment_status,shipping_provider,order_status,delivery_address,tracking_number
91,2024-08-11,2025-01-02,justinharris,thenderson@example.com,+1-949-523-1082x88854,Chelseabury,North Macedonia,23500,Coffee Maker,Home Appliance,588.0,3,1764.0,Cash on Delivery,Unpaid,FedEx,Cancelled,"243 Hoover Island, Robertview, MT 25653",1d3ed899-e3a6-4a8b-bd86-35645a5dc18f
92,2024-03-21,2024-05-10,kimberlyallen,katelyn59@example.org,(647)384-7671x45200,Jasminetown,Malta,79853,Book,Education,24.49,1,24.49,Cash on Delivery,Unpaid,USPS,Pending,"24022 Jason Centers Suite 053, Port Keith, AS 72741",12ba7118-2aa6-4ee5-8a6f-95e9ff49c586
93,2024-08-27,2024-11-25,travis39,robert31@example.com,+1-764-433-3810x4689,New Dominiquemouth,El Salvador,95669,Headphones,Electronics,715.36,3,2146.08,PayPal,Unpaid,FedEx,Cancelled,"3200 Chandler River, Kevintown, CA 27802",14e3fb94-068d-4a62-a7cf-1e60d488a254
94,2025-05-20,2025-07-09,alicia33,evelyn07@example.net,982.660.5273,New Kevin,Jersey,80727,Desk Lamp,Home Appliance,455.07,4,1820.28,Credit Card,Paid,FedEx,Delivered,"672 Austin Lodge, Lake Deanna, IL 82626",081e6514-133b-4795-bd83-a72e942c5f03
95,2025-05-14,2025-07-06,kennedymichael,ygonzales@example.com,3826204369,Manuelside,Indonesia,23791,Laptop,Electronics,62.73,3,188.19,Credit Card,Paid,USPS,Shipped,"94429 Richard Causeway Apt. 269, Janeport, ND 22181",0303cd1c-3bd9-40ad-876b-3e19241e4e0f
96,2024-09-27,2025-01-04,edwardmoore,whitney36@example.org,+1-380-402-4949x8779,Mccoymouth,Honduras,71508,Coffee Maker,Home Appliance,58.6,5,293.0,Cash on Delivery,Paid,UPS,Pending,"77240 Moreno Mountains Suite 033, Martinmouth, ME 76470",46ae9806-caf7-48ca-b761-782cbb46810c
97,2024-03-26,2025-05-05,carpenterjacob,katherine44@example.org,892-524-9547x492,Melissamouth,Tuvalu,47818,Watch,Fashion,391.37,2,782.74,Debit Card,Unpaid,FedEx,Pending,"92923 Natalie Crest Suite 017, Cathyland, MD 81110",96a00011-a79e-426b-919e-1096819c9be0
98,2024-08-27,2025-03-08,smithjason,riveramichael@example.org,+1-866-317-7427x634,Nicholsontown,Cambodia,52008,Book,Education,748.57,1,748.57,Credit Card,Unpaid,FedEx,Pending,"29459 Miller Vista, Harrisshire, NH 18499",d563f6fa-0ad2-412c-b919-3722f9c09bc7
99,2024-02-29,2024-10-30,jamesreilly,berrystephen@example.net,416-229-9851x1122,Oliviaview,Cote d'Ivoire,25643,Water Bottle,Accessories,234.22,4,936.88,Credit Card,Unpaid,USPS,Pending,"289 Finley Meadow, Ryanville, OK 13521",9a699296-9a3f-47ab-8b5e-4991c355905a
100,2023-11-19,2025-08-23,thomas74,barrysmith@example.com,001-320-651-2068x583,West Michaelaburgh,French Polynesia,30555,Book,Education,378.89,5,1894.45,PayPal,Unpaid,USPS,Cancelled,"953 Anthony Village Apt. 079, North Chelsea, RI 83552",29076f54-e32e-42c6-9f35-fca2e771b482
101,2023-12-18,2024-07-29,vyates,davidbarrett@example.com,(231)820-9727,East Matthew,Mexico,45531,Coffee Maker,Home Appliance,18.25,2,36.5,Debit Card,Unpaid,DHL,Cancelled,"445 Stevens Vista, Christophermouth, KY 51939",1eed0d0b-bade-485c-94b3-d19d7552c2ed
102,2025-05-02,2025-05-25,kathleen67,vkhan@example.com,717.796.3847x63999,Port Elizabeth,Belize,71726,Watch,Fashion,329.76,5,1648.8,Debit Card,Unpaid,FedEx,Pending,"7006 Katherine Plaza, South Madison, PA 79628",d9fcbf1c-2e65-44d9-b32b-5d292333ca6a
103,2023-11-10,2024-08-26,davieskelly,bowmanlucas@example.org,+1-847-445-5320x5651,Sarahton,Tanzania,12140,Laptop,Electronics,351.7,4,1406.8,PayPal,Paid,DHL,Cancelled,"801 Davis Common, Parsonstown, OK 55046",bbc63e77-329c-458b-9608-f9876bfe380d
104,2025-03-27,2025-06-17,leonardwaters,kcontreras@example.org,542.692.2265,Joeborough,Jamaica,75596,Book,Education,72.61,1,72.61,Debit Card,Unpaid,FedEx,Delivered,"65802 Brian Turnpike, Taylormouth, TN 66538",5295a88e-d2ba-4986-96fd-9e29bf70f296
105,2023-12-30,2024-01-04,cathykeith,mark77@example.org,389.805.6749,Hillshire,Uzbekistan,44741,Water Bottle,Accessories,696.56,4,2786.24,Debit Card,Unpaid,FedEx,Delivered,"638 Kimberly Viaduct, Burtontown, ND 98884",358b4a4e-3ba9-467f-97b0-75343666d00f
106,2025-04-12,2025-05-09,kelseylane,cdeleon@example.com,001-986-391-5850x56110,East Nicole,Philippines,95031,Water Bottle,Accessories,705.16,3,2115.48,PayPal,Unpaid,USPS,Delivered,"92232 Walter Inlet, West Joshua, MI 81852",d173d8d9-3111-444d-86d5-88c28ec68848
107,2024-09-29,2025-08-13,jonathanyoung,rita65@example.com,586.670.7246x12962,New Caroline,Ethiopia,47295,Headphones,Electronics,113.77,3,341.31,PayPal,Unpaid,DHL,Cancelled,"8774 Daniel Ridge Apt. 088, Henrytown, ND 33231",bc3f59ac-f46a-48d7-8ca7-d7fa4d045e72
108,2024-12-15,2025-01-19,hallapril,richardvilla@example.com,278.853.7511x1688,Kevinberg,Korea,16634,Laptop,Electronics,67.38,4,269.52,PayPal,Unpaid,DHL,Delivered,"83997 Humphrey Prairie Suite 467, Lake Ashleyshire, GA 93637",cdd1b316-6571-4a60-881a-9dfc22d89a3c
109,2024-07-16,2025-07-23,gregoryroberts,stevenwallace@example.org,+1-339-525-8160x317,West Bonnie,North Macedonia,76539,Coffee Maker,Home Appliance,972.32,2,1944.64,Cash on Delivery,Unpaid,USPS,Cancelled,"USS Carlson, FPO AP 24454",cc1d4d3e-9b34-4677-9682-48e071104ae8
110,2024-06-15,2025-01-17,edwardsbarry,tabitha37@example.org,814-799-5304,Mcbridefurt,Libyan Arab Jamahiriya,58333,Water Bottle,Accessories,97.38,3,292.14,Credit Card,Unpaid,FedEx,Cancelled,"98902 Ryan Lodge Suite 112, Port Jennifer, HI 16218",f54feea7-4c4b-442d-9ed3-f3486614d5b8
111,2024-06-29,2024-12-03,jesse82,gbernard@example.net,318.342.3293,Lisaborough,Mayotte,60945,Headphones,Electronics,67.66,1,67.66,Debit Card,Paid,DHL,Shipped,"3871 Robinson Via, New Charlotte, MO 06000",37896949-9f06-4e72-8e35-83a891b24d99
112,2024-11-10,2025-03-20,wmartinez,rwarner@example.org,292.977.1455x8635,Port Margaret,Iceland,46844,Desk Lamp,Home Appliance,141.14,1,141.14,Credit Card,Paid,DHL,Pending,"1522 Jaclyn Valleys, Phillipsfurt, NC 46009",d514ebbb-31b3-4438-bc21-4f93fd19997f
113,2025-06-13,2025-08-05,qmiller,clarkbarbara@example.net,418-256-0726x959,Lake Anne,Philippines,24212,Shoes,Fashion,279.83,2,559.66,Cash on Delivery,Paid,FedEx,Shipped,"4211 April Prairie, Lake Ryanton, WA 82288",ce3af93c-e9bf-4ae0-a26d-5f3047a5612e
114,2024-04-04,2024-06-29,sara51,imartin@example.com,818.712.6125x4822,North Jonathan,Tuvalu,40085,Smartphone,Electronics,700.55,4,2802.2,PayPal,Paid,UPS,Shipped,"8795 Amber Flats Suite 041, Hardyhaven, WY 89454",e904009f-bc2d-4ebc-872f-604b90f8fd24
115,2025-03-12,2025-07-10,michaelwilson,smithmark@example.org,(370)851-3221x6988,Castrobury,Peru,82847,Laptop,Electronics,419.96,1,419.96,Credit Card,Paid,USPS,Pending,"15971 Theodore Extensions, Dustinchester, MN 99721",5272f369-a44d-4357-95eb-f0f365f15b4f
116,2025-05-30,2025-06-02,gardnersabrina,jimmy38@example.net,+1-478-862-3194x845,New Tracyview,Portugal,97339,Coffee Maker,Home Appliance,326.33,5,1631.65,PayPal,Paid,UPS,Pending,"24383 Lewis Drive Suite 667, New Rachel, IL 50622",4b1e67cc-54b2-4761-af57-ba5f1a437e5d
117,2025-08-01,2025-08-21,tristan38,qbowman@example.com,+1-818-698-3736,Doylebury,Marshall Islands,81964,Smartphone,Electronics,534.03,2,1068.06,Debit Card,Paid,FedEx,Pending,"43483 Farrell Tunnel Suite 311, Dawnmouth, SD 39180",35a2bc1d-e865-446b-b06b-e43ca00ba26c
118,2023-09-20,2023-12-11,fperez,smitherik@example.net,988-759-8159x3907,Lake Robin,Georgia,96401,Shoes,Fashion,254.65,2,509.3,Debit Card,Unpaid,FedEx,Cancelled,"2148 Mckee Stravenue Apt. 675, Lake Jose, NM 89225",262bf214-7e5a-45db-8750-2274484b058b
119,2024-07-15,2025-01-13,lori36,leekelly@example.net,(328)926-5837,Lorifurt,Albania,52144,Water Bottle,Accessories,154.73,3,464.19,PayPal,Paid,UPS,Cancelled,"9326 Robert Hollow Apt. 843, Williamport, CA 45893",ded4101b-2621-48ed-9e50-f2466d45bdd0
120,2024-08-10,2025-07-24,wyoung,michael15@example.org,(988)516-1434x82578,Jenniferchester,Burkina Faso,23005,Book,Education,981.21,1,981.21,Debit Card,Paid,UPS,Delivered,"000 Stacy Burgs Suite 144, Lake Kristophermouth, AS 46420",9334e456-de5f-4a3c-9306-ce6dcc0cde25
121,2024-07-03,2025-09-03,christopherlloyd,kevin47@example.net,818.750.9071x66821,Jamesstad,South Africa,54264,Shoes,Fashion,694.1,4,2776.4,Cash on Delivery,Paid,DHL,Pending,"38441 Stephen Manors Suite 661, New Stevenview, KY 14227",832f0366-20f1-4c70-a766-ecd9c11d03df
122,2023-10-28,2024-10-14,bowmanmichele,lynchgrace@example.net,(440)682-0469,Robertchester,Senegal,01032,Backpack,Accessories,959.54,3,2878.62,PayPal,Unpaid,FedEx,Cancelled,"PSC 3597, Box 8367, APO AE 11633",99abc8fb-c6e6-49ac-85a1-bb1b5b5d53fd
123,2024-05-07,2025-05-17,michaelday,rparsons@example.com,001-266-975-9764,South Karen,United States Virgin Islands,86066,Desk Lamp,Home Appliance,700.75,3,2102.25,Debit Card,Unpaid,DHL,Pending,"0800 Crystal Tunnel, Washingtonport, AZ 54606",a9ba0673-816c-450c-9d5e-44a46cf9487d
124,2024-01-28,2024-08-07,udavis,nbruce@example.org,845-783-2727x824,Loriborough,American Samoa,93995,Coffee Maker,Home Appliance,939.98,3,2819.94,Cash on Delivery,Paid,USPS,Cancelled,"67706 Andrew Trafficway Suite 318, Hendersonshire, ME 40676",8effb345-8b3a-40c4-b328-b370ac320a5c
125,2024-07-23,2024-07-25,brownjeremiah,hreynolds@example.org,5272538100,Riddlechester,Sao Tome and Principe,73455,Water Bottle,Accessories,910.86,4,3643.44,Credit Card,Unpaid,UPS,Cancelled,"73827 Frank Viaduct Suite 899, North Rachelhaven, DC 29991",4152e0f9-c483-4c04-ab09-be38d363265d
126,2024-09-13,2025-06-04,longchristopher,holly58@example.com,774-482-9111,Lake Ravenchester,Luxembourg,67101,Desk Lamp,Home Appliance,704.45,2,1408.9,Debit Card,Paid,FedEx,Delivered,"Unit 8175 Box 7873, DPO AE 23240",843a1528-4a9a-4713-be99-133766379573
127,2024-09-25,2025-01-12,davisryan,sarah00@example.net,001-852-982-2309x306,North Ryan,French Southern Territories,46392,Shoes,Fashion,138.56,4,554.24,Credit Card,Paid,UPS,Cancelled,"44293 Ross Brook Apt. 147, Pattersonmouth, AR 34323",8d41d935-72ee-48f4-9ea4-3a1497ac328e
128,2024-06-24,2025-09-03,mscott,msloan@example.org,(441)361-5043,New Victorborough,Ghana,43711,Shoes,Fashion,817.83,1,817.83,Cash on Delivery,Paid,USPS,Cancelled,"739 Sloan Ways Suite 011, Thompsonfort, MS 31955",88799777-7d38-4932-8023-8cdc5f45d1e4
129,2025-03-30,2025-04-30,santostony,alexis37@example.net,(792)545-0502,Stephenmouth,Israel,27915,Watch,Fashion,688.5,5,3442.5,Credit Card,Unpaid,FedEx,Pending,"877 Mcgee Fords, Thomasberg, RI 28130",806546e9-93da-4773-bdf9-fadf275a3e90
130,2024-12-07,2024-12-17,davidcruz,lorilopez@example.org,667.211.4724x9168,Hernandezville,Egypt,24599,Shoes,Fashion,201.39,4,805.56,Credit Card,Unpaid,USPS,Shipped,"53325 Payne Bypass, Olsonbury, VI 36936",d32f397c-fe17-49ff-90da-8197eefd2a30
131,2024-06-06,2025-04-07,khubbard,cabreramichael@example.com,(437)702-1675,South James,India,18683,Laptop,Electronics,957.96,3,2873.88,PayPal,Unpaid,DHL,Cancelled,"0076 Evan Ranch Apt. 425, Port Georgemouth, UT 19560",7f207854-9a26-43ff-83b1-847411a90757
132,2024-06-19,2025-05-14,hallana,petersenjennifer@example.com,603-221-2258x73366,New Brandon,Kazakhstan,38098,Book,Education,53.02,2,106.04,Cash on Delivery,Paid,USPS,Delivered,"65336 David Village Apt. 755, Wendyhaven, MI 57930",8f793fef-46b6-4fea-af91-ccee5352e879
133,2024-02-06,2025-03-28,jessicakelley,sotokelly@example.net,329-984-4872x09654,Rachelfort,Chile,30502,Coffee Maker,Home Appliance,794.51,5,3972.55,Credit Card,Unpaid,UPS,Cancelled,"Unit 4140 Box 9925, DPO AA 68258",1c4e3fdc-c3a6-4a3c-bd86-e4010a5f398b
134,2025-01-27,2025-05-14,bradymichael,prestonwilkins@example.com,974.641.2047,South Meghanshire,Poland,64450,Book,Education,703.67,4,2814.68,Cash on Delivery,Unpaid,DHL,Shipped,"0065 Roman Vista, North Cindy, NC 53635",ab93eb50-def4-49e9-9921-98999414ca1b
135,2023-10-12,2024-06-23,morganchambers,jonathonlowe@example.net,+1-244-595-5380x0310,Coffeyview,Mayotte,39142,Shoes,Fashion,713.75,1,713.75,Debit Card,Paid,UPS,Cancelled,"3908 Turner Fords, Deleonberg, TX 85026",0d308a87-c2f5-40f1-890c-3c5fab4c6c0d
136,2025-08-21,2025-08-30,iwilliams,ronald53@example.net,3727589872,North Victoria,Marshall Islands,51275,Laptop,Electronics,310.1,1,310.1,Cash on Delivery,Paid,DHL,Cancelled,"450 Robert Locks Apt. 591, Reeseport, MT 36884",e1cb75bc-300f-412a-a723-edab7f45aa34
137,2025-02-02,2025-07-27,floydjoanne,taylor85@example.com,309.329.9587,Onealport,Honduras,55282,Shoes,Fashion,942.66,5,4713.3,Debit Card,Unpaid,USPS,Shipped,"398 Amanda Curve, Port Katelyn, HI 92668",aa33ade7-5b9b-47a8-a3a5-c4a26114c482
138,2024-07-30,2025-05-02,cynthia15,richardsonbryan@example.org,(920)942-1054x509,North Patriciaburgh,Kyrgyz Republic,94213,Smartphone,Electronics,173.14,2,346.28,Debit Card,Unpaid,USPS,Pending,"0592 Danielle Plains, Lake Michaelville, MA 01685",f126be1b-1c98-4752-a641-53ca713cc15d
139,2024-04-08,2025-09-04,rharrington,warrendudley@example.net,(960)303-5944x428,Lake Jessicashire,French Guiana,72567,Desk Lamp,Home Appliance,854.89,3,2564.67,Debit Card,Paid,USPS,Delivered,"64423 William Club Suite 614, Masonstad, NC 33284",e4ca43ba-728d-4ca4-883c-2ba53edaef17
140,2025-04-21,2025-07-18,fsmith,cynthia65@example.com,001-938-712-8915,Lake Melissamouth,Armenia,11828,Shoes,Fashion,197.11,4,788.44,Cash on Delivery,Unpaid,FedEx,Shipped,"5653 Kim Shores, North Rachel, OK 79545",e7ff480a-55a2-49b2-abc5-7365d94e7622
141,2024-01-17,2025-06-16,caldwellrichard,martinpamela@example.org,809.609.6694x618,Christianville,Vanuatu,39001,Smartphone,Electronics,466.9,3,1400.7,Credit Card,Unpaid,USPS,Shipped,"3689 Lisa Extension Suite 560, Port Josephland, FL 35400",650ee195-82d3-4e8b-99b7-c4a6adcc5ea9
142,2023-10-10,2024-04-28,andrea33,debra54@example.net,(509)479-1508,East Melaniehaven,Algeria,28033,Backpack,Accessories,562.32,5,2811.6,Cash on Delivery,Unpaid,USPS,Delivered,"0733 Wood Shoal Suite 044, Schultzville, CA 73153",7a9b0257-eb30-48e2-af1c-40d9df4983b7
143,2024-03-18,2024-04-19,brentcaldwell,balvarez@example.org,+1-434-486-4033x4618,Lake Jamesland,Australia,11764,Coffee Maker,Home Appliance,878.46,2,1756.92,Credit Card,Unpaid,USPS,Shipped,"32410 Catherine Vista, Myersmouth, RI 64504",b246c668-2881-4fea-ad4e-7202a1fa1c84
144,2024-02-05,2025-09-07,john00,xchoi@example.org,(830)781-1005x106,Lake Connormouth,Djibouti,34954,Book,Education,378.13,2,756.26,PayPal,Paid,USPS,Cancelled,"PSC 5013, Box 9010, APO AE 68402",c55b02b6-c73f-4ec2-bc8e-e5d2a83c72be
145,2024-12-03,2025-04-16,peckmark,bpratt@example.net,(538)791-0183,North Levibury,United States Minor Outlying Islands,69351,Watch,Fashion,664.04,5,3320.2,PayPal,Unpaid,DHL,Delivered,"9061 Turner Walks, Valeriemouth, MI 25219",cc9c3f78-5f98-45ee-bf10-31901af7f9a2
146,2024-09-21,2025-08-12,kjones,eileen37@example.net,(729)670-1978,Oliverborough,Hong Kong,74941,Water Bottle,Accessories,494.44,2,988.88,PayPal,Unpaid,USPS,Shipped,"00650 Allen Hills, Maddoxville, CT 46291",dfc4c2be-339a-4377-a995-f4a389269488
147,2023-09-20,2024-04-18,rjackson,jessicabenton@example.org,+1-986-516-0223x20386,North Heidi,North Macedonia,67910,Smartphone,Electronics,600.96,5,3004.8,Debit Card,Paid,UPS,Pending,"511 Michelle Circle Apt. 000, Barrchester, AS 75377",38d0b076-0e56-4d8f-b11c-446b67c04cef
148,2025-03-07,2025-06-22,vdavis,douglas21@example.com,421.304.5633x020,Justinfurt,French Guiana,50525,Backpack,Accessories,522.03,4,2088.12,Credit Card,Paid,UPS,Cancelled,"171 Mccall Forge Apt. 016, South Melissamouth, HI 27177",3b8d6735-f1d1-4938-b6ba-c439a9cf0943
149,2025-03-11,2025-03-28,perezkevin,dsanders@example.com,546-220-2738,Mcdonaldshire,Brunei Darussalam,38287,Water Bottle,Accessories,122.81,3,368.43,Debit Card,Unpaid,DHL,Shipped,"6432 Mann Island, Port Andrewland, WI 19515",e4ffa2c6-f7eb-43e7-a561-d4c03136a97c
150,2024-02-29,2025-08-27,nyoung,carlsonmelanie@example.org,+1-320-600-5670,Johnland,Cape Verde,64058,Watch,Fashion,409.21,4,1636.84,Credit Card,Paid,UPS,Delivered,"49305 Christopher Station Suite 592, New Thomasfort, MT 05770",2b2babcf-72eb-4e41-9cd8-a29c02375146
151,2024-01-28,2024-10-11,ihenderson,amberparrish@example.org,+1-449-527-5777x1810,South Amandaborough,Tanzania,77236,Laptop,Electronics,27.36,4,109.44,Debit Card,Paid,UPS,Shipped,"969 Rodney Parkways Suite 935, West Meredithfurt, GA 48025",58e83363-b242-470b-b7bd-69918dfab724
152,2024-11-26,2024-12-15,hurleymarie,breannaruiz@example.com,+1-864-300-5963x06515,West Christopher,Switzerland,87500,Smartphone,Electronics,867.48,3,2602.44,Cash on Delivery,Paid,USPS,Pending,"576 Preston Rest, Deanhaven, MH 58905",3b8bcbe4-840f-45c6-aa8c-5cdf334a369e
153,2023-11-17,2024-05-15,andersontrevor,brittany91@example.com,+1-745-587-5291x987,West Erikaton,Afghanistan,60248,Book,Education,500.2,4,2000.8,Cash on Delivery,Paid,USPS,Shipped,"80169 Hansen Course, Smithberg, CT 34211",bd331523-aecf-45aa-bc32-6524ddb5a391
154,2025-06-18,2025-07-11,amy86,tyler42@example.org,8717552027,Port Natasha,Nauru,96663,Smartphone,Electronics,523.63,2,1047.26,PayPal,Unpaid,UPS,Cancelled,"PSC 2943, Box 8818, APO AA 14509",6f6a8252-f36d-4b46-9b0f-20685914eeaf
155,2025-01-16,2025-08-23,evansmichael,whanson@example.com,001-571-802-0114x07195,Wilsonland,Ireland,14454,Headphones,Electronics,390.93,3,1172.79,Cash on Delivery,Unpaid,FedEx,Delivered,"8402 Troy Groves Apt. 736, Ramoshaven, NC 51933",3b26b51b-9000-455c-8142-2af658eb7163
156,2025-03-24,2025-05-14,howellmitchell,john89@example.com,001-606-454-1405x33487,Taylorchester,Reunion,52634,Water Bottle,Accessories,981.97,4,3927.88,Debit Card,Unpaid,UPS,Shipped,"PSC 1951, Box 0732, APO AE 39177",42ed632e-5a32-4274-9a8a-ee6043052c3b
157,2024-08-29,2025-03-05,alex68,cwhite@example.net,+1-848-211-7564,East Madison,Norfolk Island,69822,Watch,Fashion,588.62,1,588.62,Debit Card,Paid,FedEx,Delivered,"40156 Monica Isle Apt. 649, Stacyland, FL 03414",b2470dbc-196e-4ab1-a641-edc92d29906f
158,2024-08-16,2025-03-28,emorgan,elijah37@example.com,4815239669,Cummingsfort,Cayman Islands,01902,Coffee Maker,Home Appliance,636.71,3,1910.13,Debit Card,Paid,USPS,Pending,"082 Mary Loop, Kennedyburgh, VT 16532",b058ba10-49dc-4398-b895-d8c5d44f2c6a
159,2024-01-12,2024-03-24,kfry,sherrygarcia@example.org,+1-223-707-0356,Lake Rebeccafurt,Falkland Islands (Malvinas),73579,Coffee Maker,Home Appliance,818.04,5,4090.2,Debit Card,Unpaid,USPS,Shipped,"899 Wong Hollow, Michaelview, HI 27670",767fafb1-d8b5-4af8-b43b-f108511110ca
160,2025-05-22,2025-08-19,twallace,fking@example.org,(940)472-2934x78985,Port Julieville,Western Sahara,84300,Watch,Fashion,773.86,3,2321.58,Credit Card,Paid,DHL,Cancelled,"47767 Martha Park Suite 029, Martinview, MN 69389",6dfc8255-c9be-4274-b0d8-379b24781ddc
161,2024-08-23,2024-11-08,liuandrea,shortphillip@example.net,+1-945-463-8489x34254,Port Miguel,French Guiana,75737,Book,Education,905.28,2,1810.56,PayPal,Unpaid,USPS,Pending,"493 Hill Mews Apt. 904, Rogersland, MO 36891",14ea89f6-59d0-44ae-86da-82cc88c78e21
162,2024-08-24,2025-05-19,devin77,karensnyder@example.org,001-325-664-7258x018,Port Louisstad,Canada,61850,Shoes,Fashion,172.97,4,691.88,Credit Card,Paid,DHL,Cancelled,"564 George Plaza Apt. 451, West Richardmouth, PA 37371",dcde797a-26a2-4daa-ac19-944bef8d3930
163,2025-04-18,2025-04-24,gloria77,rubenlong@example.net,917.985.0334,New Robertoville,Monaco,42496,Shoes,Fashion,468.8,3,1406.4,Cash on Delivery,Paid,USPS,Pending,"Unit 9275 Box 6813, DPO AE 48052",f1f35b71-ef0c-4a2d-be99-e23b2cd55ada
164,2023-12-25,2024-09-02,samanthareed,teresagonzalez@example.org,+1-475-302-6297x7044,Dianeberg,Palau,45468,Laptop,Electronics,862.89,2,1725.78,PayPal,Unpaid,FedEx,Shipped,"26800 Jones Prairie Apt. 198, North Melissa, MT 51436",e19fd211-1ca0-4d5e-a79b-8546e0e353ab
165,2024-02-13,2024-06-15,wmccann,wgreen@example.org,001-984-941-7670,Dawnberg,Iceland,75341,Headphones,Electronics,732.18,3,2196.54,Cash on Delivery,Paid,USPS,Delivered,"PSC 2759, Box 1802, APO AP 44960",d52a12a3-a7e3-4684-b0ae-217f5db140fe
166,2023-10-19,2023-10-25,angela44,michellethompson@example.com,945-299-6613,North Lindsey,Belgium,67671,Desk Lamp,Home Appliance,139.79,4,559.16,Cash on Delivery,Unpaid,USPS,Shipped,"47015 Shawn Forks, South Andreville, AR 87656",1832879a-da07-4249-bacb-b49d6be185b8
167,2024-05-23,2025-06-05,williamstyler,owatkins@example.net,716-632-0831x387,West Joshua,France,03080,Laptop,Electronics,77.4,1,77.4,Debit Card,Unpaid,DHL,Shipped,"3115 Robinson Ways, North Edwardmouth, FM 31533",b0d3f5d4-809b-41b9-9748-93198098837a
168,2025-03-10,2025-03-28,jessicadennis,krista90@example.com,616.736.9770x38020,North Natalieport,Finland,27813,Desk Lamp,Home Appliance,609.58,4,2438.32,PayPal,Unpaid,USPS,Delivered,"50087 Lindsay Fields Suite 886, Andrewside, IA 16416",7a506d6b-9bd3-401c-8e09-0e6c06990170
169,2023-12-13,2025-07-22,feliciaweiss,lisa32@example.net,+1-877-836-0617x9333,New Michelleshire,Liberia,03890,Desk Lamp,Home Appliance,245.61,4,982.44,Debit Card,Unpaid,FedEx,Pending,"USNV Banks, FPO AA 70401",f6152fd9-06a9-4c5e-a495-7c0625ad35cb
170,2024-03-01,2024-12-13,zpierce,fgood@example.net,001-230-822-0255x185,Philipfurt,Uganda,21564,Laptop,Electronics,956.72,3,2870.16,PayPal,Unpaid,UPS,Cancelled,"93754 Sanchez Rapid, Brownport, VI 18576",eef14ca8-cbd6-478c-9534-e88263f13851
171,2024-11-30,2025-05-06,lawrencedorsey,brownlarry@example.net,(960)427-2779x1172,Fernandezshire,Lao People's Democratic Republic,51289,Headphones,Electronics,810.67,3,2432.01,PayPal,Paid,UPS,Delivered,"188 Robinson Rapid Suite 075, Carloschester, MD 74312",c842ce51-c8ef-465f-965f-5765e99c0180
172,2025-09-04,2025-09-07,alvaradopamela,jamesedwards@example.com,+1-252-623-8046,Michaelshire,Cambodia,50252,Book,Education,51.94,5,259.7,Credit Card,Paid,UPS,Pending,"5446 Carter Stream Apt. 577, East Christineville, DE 35401",c4087252-cb65-4233-9d03-167a89634a11
173,2024-12-24,2025-03-01,lbush,audreywhite@example.com,(910)531-9806x87031,New Kenneth,Chad,17476,Book,Education,792.52,3,2377.56,Credit Card,Paid,FedEx,Cancelled,"91226 Robinson Drive, Port Randall, WV 66288",230b12c1-f4b0-4c5f-b17e-12c7b382d017
